,chart
4481,pooja07: Ok u want screenshots
4482,pooja07: Wait
4483,Ram Tej: I. Don't care now
4484,pooja07: media
4485,pooja07: Here
4486,pooja07: Take
4487,Ram Tej: When I ask I wanted it
4488,pooja07: I swear to fo
4489,pooja07: *god
4490,pooja07: I didn't delete
4491,pooja07: I told u
4492,pooja07: My mom was fighting
4493,pooja07: I had to go
4494,Ram Tej: Who knows
4495,pooja07: What the fuck
4496,pooja07: Bava
4497,Ram Tej: Bull shit
4498,pooja07: Illa cheppaka
4499,pooja07: I love you
4500,Ram Tej: I am not trusting u on this
4501,pooja07: media
4502,pooja07: Look
4503,Ram Tej: U keep it
4504,Ram Tej: I don't need them
4505,pooja07: media
4506,pooja07: Ram
4507,pooja07: I need u ok
4508,pooja07: Myom was throwing a chair
4509,pooja07: Literally
4510,pooja07: I had to go stop
4511,pooja07: I'm sorry for the late reply
4512,pooja07: But u need to trust me on this baby
4513,pooja07: I love you
4514,pooja07: And I'll prove it
4515,pooja07: U don't have to come here
4516,pooja07: I'll come there
4517,pooja07: I'll come to delhi
4518,pooja07: As soon as my exams r done
4519,pooja07: I'm coming
4520,pooja07: At least for a day
4521,pooja07: I'll come in the morning and leave in the evening
4522,pooja07: Ram
4523,pooja07: I would do anything for you.
4524,Ram Tej: U should have. Exited the game and played with me
4525,pooja07: I'm loyal to you
4526,pooja07: Ram?
4527,pooja07: God
4528,pooja07: Ok my fault
4529,pooja07: I'm sorry
4530,pooja07: I uninstalled
4531,Ram Tej: I don't want sorry
4532,Ram Tej: I will talk to u later
4533,Ram Tej: Bye
4534,Ram Tej: I have to play pubga nd take bath
4535,pooja07: I will never play with anyone
4536,pooja07: I'll sit and play sims in my laptop
4537,pooja07: Ra
4538,pooja07: *ram
4539,pooja07: Jakka ram tej
4540,pooja07: Ram
4541,pooja07: Jakka
4542,pooja07: Listen da
4543,pooja07: I'm.sorry da
4544,pooja07: Ok punish me
4545,pooja07: It's my fault
4546,"pooja07: I'm sorry,, I really love you"
4547,"pooja07: Baby, please da"
4548,pooja07: Booooi booii please pick
4549,pooja07: Missed voice call
4550,pooja07: Ram
4551,pooja07: Missed voice call
4552,"pooja07: My baby, my darling my boooheart"
4553,pooja07: Missed voice call
4554,Ram Tej: What
4555,pooja07: Boo
4556,pooja07: Talk to beeeeeeeeee
4557,pooja07: Bee loves you
4558,pooja07: media
4559,pooja07: Boii mooi
4560,pooja07: Picky micky
4561,pooja07: Please
4562,pooja07: Missed voice call
4563,pooja07: sad
4564,pooja07: Boo
4565,pooja07: Ram
4566,pooja07: At least reply na
4567,pooja07: crycrycrycrycrycry
4568,pooja07: Jakka
4569,Ram Tej: I am mad
4570,Ram Tej: No hot water
4571,Ram Tej: Still
4572,Ram Tej: What should I do
4573,pooja07: lol
4574,pooja07: Talk to bee
4575,Ram Tej: I am becoming a psycho
4576,pooja07: U r not
4577,pooja07: I know
4578,Ram Tej: I need hot water then only I will leave this fellow
4579,pooja07: Cause I love you
4580,pooja07: And u love me
4581,pooja07: Ram
4582,pooja07: Don't do that
4583,Ram Tej: I love u soooooo much boooooo
4584,pooja07: Ur baby is gonna come to delhi
4585,pooja07: Calm down
4586,pooja07: Im the angry one in the relationship
4587,pooja07: Not u
4588,pooja07: Calm down
4589,pooja07: Deep breaths
4590,pooja07: Don't become me
4591,Ram Tej: And u
4592,Ram Tej: On the other hand 
4593,pooja07: heartlove
4594,pooja07: Lol
4595,pooja07: Jakka
4596,pooja07: Stop sending that emoji
4597,pooja07: I don't like it
4598,pooja07: U have Netflix?
4599,Ram Tej: No
4600,pooja07: media
4601, Ram Tej: I am sorry
4602, Ram Tej: I love un
4603, Ram Tej: I love you
4604, Ram Tej: I got jelous
4605, pooja07: I love you too
4606, pooja07: Jakka
4607, pooja07: I love you
4608, pooja07: loveheart
4609, pooja07: Blue ticker
4610, pooja07: what
4611, pooja07: what
4612, Ram Tej: Boooo
4613, Ram Tej: Sorry
4614, Ram Tej: Sorry
4615, Ram Tej: Sorry
4616, Ram Tej: I love u booo
4617, Ram Tej: Good night
4618, Ram Tej: Sd
4619, Ram Tej: T.care
4620, Ram Tej: I finished my work
4621, Ram Tej: kisskisskisskisskisskiss
4622, Ram Tej: kiss
4623, Ram Tej: kiss
4624, Ram Tej: kiss
4625, Ram Tej: kiss
4626, Ram Tej: kisskiss
4627, Ram Tej: heart
4628,pooja07: Heya
4629,pooja07: Good morning
4630,pooja07: I love you so much
4631,pooja07: I just love you like craazzyyy
4632,pooja07: I love you
4633,pooja07: heartheartheartheartloveloveloveheartheartheartheartheartheartheartheartheartheart
4634,pooja07: Take beeeee
4635, Ram Tej: Boooooooo
4636, Ram Tej: Boooooo
4637, Ram Tej: Booooo
4638, Ram Tej: Boooo
4639, Ram Tej: Booooo
4640, Ram Tej: I love u
4641, Ram Tej: I love u so much
4642, Ram Tej: Boooo
4643, Ram Tej: I love u moreeeee
4644, Ram Tej: kisskisskisskisskisskiss
4645, pooja07: heartheartheartheartheart
4646,pooja07: Ram tej
4647,Ram Tej: media
4648,Ram Tej: Boooo
4649,Ram Tej: I eat biryani
4650,pooja07: Yummyy
4651,pooja07: heartheartheartlovelove
4652,Ram Tej: Boooo
4653,pooja07: What
4654,pooja07: Call
4655,pooja07: Bee
4656,Ram Tej: I came out to eat biryani boooo me Haryana and Kalyan
4657,Ram Tej: Boooo
4658,Ram Tej: Booo
4659,Ram Tej: I love you
4660,Ram Tej: After going to hstl we will play pubg ok
4661,Ram Tej: Install baby
4662,pooja07: Oo
4663,pooja07: Ok
4664,pooja07: I love you too
4665,pooja07: Ei baby
4666,Ram Tej: Bolo baby
4667,pooja07: It's been 24 hours
4668,pooja07: I need more hours with you .
4669,pooja07: We spent the weekend
4670,Ram Tej: Ya
4671,pooja07: Getting even
4672,pooja07: Woohoo
4673,Ram Tej: Done baby
4674,Ram Tej: I am not going out
4675,pooja07: We spent the last night
4676,Ram Tej: Any where
4677,Ram Tej: My leg is paining badly
4678,pooja07: Making things right between us
4679,Ram Tej: I can't walk only
4680,pooja07: Now it's app good babe
4681,Ram Tej: I will tell you what happened
4682,pooja07: Well not that good babe
4683,pooja07: Maybe let go
4684,pooja07: Cause guy's like u run down to girls like
4685,pooja07: Me
4686,pooja07: Ok tell
4687,pooja07: heartheartheart
4688,Ram Tej: What
4689,pooja07: I'm downloading pubg
4690,pooja07: Booo
4691,pooja07: Tell me some good game name
4692,pooja07: I have two game cards
4693,Ram Tej: Rooke
4694,pooja07: How about glitter sparkles
4695,pooja07: lollollol
4696,Ram Tej: Done
4697,Ram Tej: Go for it
4698,pooja07: Or glitches
4699,Ram Tej: It should be available first
4700,Ram Tej: Check it out
4701,pooja07: Yeah...
4702,pooja07: No
4703,pooja07: I'll check u out
4704,pooja07: 
4705,Ram Tej: I love you
4706,Ram Tej: I love you
4707,Ram Tej: kisskisskisskiss
4708,Ram Tej: kiss
4709,Ram Tej: kiss
4710,Ram Tej: kiss
4711,Ram Tej: kiss
4712,Ram Tej: kiss
4713,pooja07: I love you too baby
4714,pooja07: love
4715,pooja07: Once check Snapchat
4716,Ram Tej: Booo
4717,Ram Tej: I will get back to room and c
4718,Ram Tej: What did I send .?
4719,pooja07: I sent normal shit
4720,pooja07: I'm gonna spam your snapchat
4721,pooja07: lollollolheartheartloveloveheart
4722,pooja07: Spamming it with my lovelollollollollol
4723,pooja07: Blue ticker
4724,pooja07: crycrycry
4725, pooja07: Ram?
4726, pooja07: U there??
4727, Ram Tej: Boooo
4728, Ram Tej: My tye is their
4729, Ram Tej: R8
4730, pooja07: What?
4731, pooja07: Where r u?
4732, Ram Tej: Tiye muscle
4733, pooja07: *thigh
4734, pooja07: U high?lol
4735, Ram Tej: No
4736, Ram Tej: They got caught
4737, pooja07: Who?
4738, Ram Tej: My thigh
4739, Ram Tej: Muscles
4740, Ram Tej: I am not able to strech
4741, pooja07: Ok.
4742, pooja07: What are you trying to tell
4743, pooja07: Hello?
4744, Ram Tej: Rey
4745, Ram Tej: I am not. Able to move
4746, pooja07: Why
4747, pooja07: What happened
4748, Ram Tej: Rey
4749, Ram Tej: I can't talk rey
4750, Ram Tej: Full pain
4751, pooja07: Oh ok
4752, pooja07: How did it happen
4753, pooja07: What did u do
4754, Ram Tej: So much pain
4755, Ram Tej: I went to horse riding
4756, pooja07: Put volini
4757, pooja07: And sleep
4758, pooja07: U need rest
4759, Ram Tej: Rey
4760, Ram Tej: What should I do
4761, Ram Tej: Thigh gap
4762, pooja07: Things gap?
4763, pooja07: That is paining??
4764, pooja07: Good morning baby
4765,pooja07: Boo
4766,pooja07: Hwy
4767,pooja07: Boo
4768,Ram Tej: Boooo
4769,Ram Tej: Did I give your exam
4770,Ram Tej: I am waiting for u to finish your exam
4771,Ram Tej: Boooo
4772,pooja07: Hi
4773,pooja07: Call bee
4774, pooja07: Hi
4775, pooja07: Ur so busy
4776, pooja07: U won't call?
4777, pooja07: Hello?
4778, pooja07: Ok keep playing
4779, pooja07: Good night
4780, pooja07: I told u to be free after 10. Thank you for respecting.
4781, Ram Tej: Eey
4782, Ram Tej: Rey
4783, Ram Tej: I was texting u since 10
4784, Ram Tej: Go check booo
4785, Ram Tej: Don't be mad
4786, Ram Tej: Ok
4787, pooja07: Oh
4788, pooja07: Ok
4789, Ram Tej: Can u come
4790, Ram Tej: Plez
4791, pooja07: I'm not mad boo
4792, Ram Tej: Let's play duo
4793, Ram Tej: Na
4794, pooja07: I'm watching this series
4795, pooja07: I'll finish it and I'll come
4796, pooja07: If ur free.
4797, Ram Tej: Ok
4798, Ram Tej: I am always free
4799, Ram Tej: I want to play with u
4800, pooja07: I'm.sleeping with my mom
4801, pooja07: Yes
4802, pooja07: Here
4803, pooja07: Here
4804, pooja07: Tell
4805, pooja07: Tell
4806, pooja07: My mom ...
4807, pooja07: Nomad
4808, pooja07: I'm watching the last episode
4809, pooja07: Give me 15mins
4810, Ram Tej: Ok
4811, pooja07: heart
4812, Ram Tej: I will play a game ok
4813, pooja07: Ok
4814, pooja07: Text me when ur done
4815, Ram Tej: Thanks boooo
4816, Ram Tej: Ok
4817, pooja07: Don't irritate me again
4818, Ram Tej: Ok
4819, Ram Tej: Booooo
4820, Ram Tej: No irritating boooo
4821, pooja07: Hi
4822, pooja07: I'm done with my seriallollollol
4823,pooja07: Good morning
4824, pooja07: Missed voice call
4825, pooja07: Missed voice call
4826, Ram Tej: Boooo
4827, Ram Tej: Booooo
4828, Ram Tej: Boooo
4829, Ram Tej: Boooo
4830, Ram Tej: Boooo
4831, Ram Tej: Booooo
4832, Ram Tej: Boooooo
4833, Ram Tej: Booooo
4834, Ram Tej: Booooo
4835, pooja07: Yes
4836, pooja07: What
4837, pooja07: Hello
4838, Ram Tej: Booo
4839, Ram Tej: Can I go to my room
4840, pooja07: And
4841, Ram Tej: Dinker dinker ding
4842, Ram Tej: Plezzzzz
4843, Ram Tej: And pubg for 2 games with me plez
4844, pooja07: Ok
4845, Ram Tej: Ok
4846, Ram Tej: Done 5
4847, pooja07: What
4848, Ram Tej: Now
4849, Ram Tej: 5 min
4850, pooja07: Ok
4851, pooja07: Ready?
4852, Ram Tej: washroom
4853, Ram Tej: Ok
4854, Ram Tej: Hello
4855, Ram Tej: Always
4856, Ram Tej: Talking to some one
4857, pooja07: Hello
4858, Ram Tej: Bo
4859, pooja07: Done
4860, pooja07: ?
4861,pooja07: Hi
4862,pooja07: Pubg got donwloaded
4863,Ram Tej: Come I will play a match and go to lunch
4864,pooja07: Ok
4865,pooja07: Listen
4866,pooja07: Who is priyal shivahare?
4867,Ram Tej: She is my class met
4868,Ram Tej: Why
4869,Ram Tej: Come fast
4870,pooja07: Oh
4871,pooja07: Ok
4872,Ram Tej: Ok
4873,pooja07: Who participated in gd goenoa sports shit?
4874,pooja07: *goenka?
4875,Ram Tej: Ok
4876,Ram Tej: I will go to dinner
4877,Ram Tej: Wait bo
4878,pooja07: Why have u cropped a photo
4879,pooja07: what
4880,pooja07: Tell n go
4881,pooja07: whatwhatwhatwhat
4882,Ram Tej: What photo
4883,Ram Tej: I did for vollyball
4884,Ram Tej: Rey
4885,Ram Tej: U don't dout me ok
4886,Ram Tej: That is the last thing I should be doing
4887,pooja07: Leave
4888,pooja07: Nothing
4889,pooja07: Let me.kmow when u come back from lunch
4890,pooja07: I wanna play a game.
4891,pooja07: what
4892,pooja07: K.
4893,Ram Tej: Booo
4894,Ram Tej: I am back
4895,Ram Tej: Bo
4896,Ram Tej: I am back
4897,pooja07: Hi
4898,pooja07: lollollollol
4899,pooja07: Ok
4900,pooja07: I'm charging phone
4901,pooja07: Play one game and call me
4902,Ram Tej: Ok
4903,Ram Tej: Done
4904,pooja07: Hi
4905,pooja07: Can I joi
4906,pooja07: *join?
4907,pooja07: Missed voice call
4908,Ram Tej: Rey
4909,Ram Tej: Rey
4910,Ram Tej: Rey
4911,Ram Tej: Rey
4912,Ram Tej: Don't enter
4913,Ram Tej: Wait
4914,Ram Tej: Let my match get over
4915,pooja07: I'm not able to login to my account
4916,pooja07: what
4917,pooja07: I'm sorry
4918,pooja07: U carry on.
4919,pooja07: Boo
4920,pooja07: Hi
4921,Ram Tej: Booooo
4922,Ram Tej: Boooo
4923,Ram Tej: Boooo
4924, pooja07: Hi
4925, pooja07: There?
4926, pooja07: Missed voice call
4927, Ram Tej: Boooo
4928, Ram Tej: I am here only
4929, Ram Tej: Booooo
4930, Ram Tej: I am here
4931, Ram Tej: Here
4932, Ram Tej: Here
4933, Ram Tej: Hello
4934, pooja07: Hi
4935, pooja07: Yes
4936, Ram Tej: Online and no reply
4937, pooja07: Studying
4938, Ram Tej: U studying aaaaa
4939, pooja07: Imp questions are online
4940, pooja07: what
4941, Ram Tej: Nice
4942, Ram Tej: What
4943, pooja07: Sup
4944, pooja07: Ate?
4945, Ram Tej: Don't send such shit face
4946, Ram Tej: Ya I did
4947, Ram Tej: kiss
4948, Ram Tej: lol
4949, Ram Tej: stareyes
4950, Ram Tej: lol
4951, Ram Tej: All those are good
4952, Ram Tej: Not this
4953, Ram Tej: Sad and moody face
4954, pooja07: Hi
4955, pooja07: My mom really likes u
4956, Ram Tej: Why hi again
4957, Ram Tej: Hi aunty
4958, Ram Tej: Hi
4959, Ram Tej: 
4960, Ram Tej: media
4961, pooja07: Lol
4962, Ram Tej: Gaming setup
4963, pooja07: Ok
4964, Ram Tej: Ok
4965, pooja07: I'll finish n I'll call
4966, pooja07: Pick
4967, Ram Tej: Study
4968, Ram Tej: Ok
4969, pooja07: Pick when I call
4970, pooja07: Ram?
4971,pooja07: Good morning
4972,pooja07: Hi
4973,pooja07: Missed voice call
4974,pooja07: Dalrsssheartheartheartlol
4975,pooja07: Missed voice call
4976,pooja07: Hi
4977,pooja07: what
4978, pooja07: U have phone na
4979, pooja07: Reply
4980, pooja07: Reply here na
4981, Ram Tej: Why
4982, Ram Tej: What happened
4983, Ram Tej: Who is around
4984, Ram Tej: Hello
4985, Ram Tej: What happened
4986, pooja07: I love you
4987, pooja07: Bye
4988, pooja07: Good night
4989,pooja07: Hey
4990,pooja07: U awake
4991,pooja07: Baby?
4992,"pooja07: I love you , ur ignoring nicely, ok good nightlol"
4993, Ram Tej: Biiii
4994, Ram Tej: Good. Morning boooo
4995, pooja07: Heyaaa
4996, pooja07: Boo booiii
4997, pooja07: B
4998, pooja07: O
4999, pooja07: Speelllssss
5000, pooja07: Booo
5001, pooja07: lol
5002,pooja07: Jakka
5003,Ram Tej: Booooo
5004,Ram Tej: Boooo
5005,Ram Tej: Boooo
5006,Ram Tej: Booooo
5007,Ram Tej: I love u
5008,Ram Tej: Come on pubg
5009,pooja07: whatwhatwhat
5010,pooja07: I went rey
5011,pooja07: To ktr
5012,pooja07: I got selected till technical.round
5013,pooja07: I got one output on coding
5014,pooja07: And the other i didn't so they put me outsilent
5015,Ram Tej: Rey
5016,Ram Tej: Aaaaa
5017,Ram Tej: Ok
5018,pooja07: I'm on my way home
5019,pooja07: Jakka
5020,pooja07: I won't get placed of it goes lie.thsi
5021,Ram Tej: Don't worry
5022,pooja07: cry
5023,Ram Tej: I will get in
5024,Ram Tej: Don't worry
5025,Ram Tej: I love u
5026,Ram Tej: With who are u
5027,pooja07: I love u too
5028,"pooja07: Supraja, Sudar mathi, Vignesh, vimal"
5029,pooja07: Oye
5030,pooja07: Asshole
5031,pooja07: Ur supposed to reply ram tejwhatwhatwhat
5032,pooja07: At least have some time to talk to me today
5033,Ram Tej: Booooo
5034,Ram Tej: Booooo
5035,Ram Tej: I love you
5036,pooja07: Hieeee
5037, Ram Tej: Beee
5038, Ram Tej: I still did not eat
5039, pooja07: My baby
5040, pooja07: heartheartheartheartheartheart
5041, Ram Tej: This kalyab
5042, pooja07: Jakka
5043, Ram Tej: Donkey fello
5044, pooja07: Today my interview went well somewhat
5045, pooja07: Cause from not knowing coding
5046, pooja07: To i got one outputlol
5047, pooja07: High five beee
5048, pooja07: Ok continue
5049, pooja07: lollollol
5050, pooja07: Boo!!
5051, Ram Tej: Ok
5052, Ram Tej: I sent him to get biryani
5053, Ram Tej: At 6
5054, Ram Tej: From here biryani place is 30 min
5055, Ram Tej: And he showed up at 10 now
5056, Ram Tej: And some how we got the biryani inside and
5057, pooja07: lollollollollollollollol
5058, pooja07: Lololol
5059, pooja07: Aww baby
5060, Ram Tej: Now he has all the ritha and all
5061, pooja07: Ok all of u eat well
5062, pooja07: smile
5063, pooja07: Lol
5064, pooja07: My babykisskisskiss
5065, pooja07: Ok listen
5066, pooja07: I have exam tomorrow
5067, pooja07: I'll call u once before sleeping
5068, pooja07: Please pick and then I'll sleep peacefullyheart
5069, pooja07:  why aren't you reapplying
5070, Ram Tej: media
5071, pooja07: Hi
5072, pooja07: Missed voice call
5073, pooja07: Missed voice call
5074,pooja07: Good morning
5075, Ram Tej: Boooooo
5076, Ram Tej: Boooo
5077, Ram Tej: Boooo
5078, Ram Tej: Good morning booooo
5079, Ram Tej: media
5080, Ram Tej: Here goes my profits
5081, pooja07: smart
5082, pooja07: Hi good job
5083,pooja07: I'm home
5084,pooja07: Is it a good time to call or someone is playing?
5085, pooja07: Hi
5086,Ram Tej: Boooooo
5087,Ram Tej: Booooo
5088,pooja07: Hi
5089,pooja07: Good morning baby
5090,pooja07: Hello
5091,Ram Tej: Booooo
5092,Ram Tej: Pubg
5093,Ram Tej: Booo
5094,pooja07: I'm at h&m
5095,pooja07: smile
5096,pooja07: Baby
5097,pooja07: smile
5098,pooja07: Dick headlollolpsychopath forgets that he has a girlfriend
5099,Ram Tej: Boooo
5100,Ram Tej: I went played volleyball
5101,Ram Tej: And got biryani
5102,Ram Tej: Yahoooo
5103,Ram Tej: Happy dassara boook
5104,Ram Tej: media
5105,Ram Tej: Bath time
5106,pooja07: Lol
5107,pooja07: Ok
5108,Ram Tej: Boooo
5109,Ram Tej: media
5110,pooja07: Boooooo
5111,pooja07: Shirtlesslollollollol
5112,pooja07: My cute little sweet little babyheartheartheart
5113,Ram Tej: Booooo
5114,Ram Tej: I eat chicken Biryani
5115,pooja07: My baby
5116,pooja07: heart
5117,Ram Tej: Boooo
5118,Ram Tej: Is here
5119,Ram Tej: Boooo
5120,pooja07: What
5121,pooja07: U told today was my dat
5122,pooja07: silent
5123,Ram Tej: What
5124,Ram Tej: Ya
5125,Ram Tej: It is I am here bo
5126,Ram Tej: Boooo
5127,Ram Tej: Boooo
5128,Ram Tej: Boooo
5129,Ram Tej: Booooo
5130,Ram Tej: Booooo
5131,Ram Tej: Booooo
5132,pooja07: Ok I'll eat
5133,Ram Tej: I love you
5134,pooja07: Then let's play pubg
5135,Ram Tej: How long
5136,Ram Tej: Ok
5137,pooja07: I love you too
5138,Ram Tej: I will be in ping ok
5139,Ram Tej: U come and call
5140,pooja07: Oo
5141,pooja07: Ok
5142,Ram Tej: I love you
5143,pooja07: heartheartheartheartheartheartheartheartheart
5144, pooja07: Babe
5145, pooja07: I'm here
5146, pooja07: Missed voice call
5147, pooja07: Missed voice call
5148, pooja07: Missed voice call
5149, pooja07: Hello
5150, pooja07: R u there?? Now what happened that ur avoiding me in between a fucking game?
5151, pooja07: Good night
5152, pooja07: Missed voice call
5153, Ram Tej: Rey
5154, Ram Tej: Sorry
5155, Ram Tej: Sorry
5156, Ram Tej: I was sitting with Ravi Teja and I forgot that my phone was on silent mode
